review_id,movie_id,viewer_id,review_date,score,sentiment,platform,helpful_votes
2460,9,57,2024-07-27,7,Positive,TabletApp,139
2461,15,1527,2025-02-23,8,Positive,SmartTV,139
2462,4,1990,2025-04-26,8,Positive,TabletApp,100
2463,13,102,2024-09-10,10,Positive,MobileApp,83
2464,14,1823,2025-03-07,9,Positive,MobileApp,117
2465,5,1859,2025-04-12,7,Positive,MobileApp,123
2466,6,430,2024-10-13,8,Positive,MobileApp,126
2467,11,1728,2024-08-30,5,Neutral,SmartTV,143
2468,14,1920,2024-06-25,3,Negative,MobileApp,38
2469,15,259,2025-04-12,2,Negative,StreamMax,82
2470,15,782,2025-03-05,5,Neutral,StreamMax,105
2471,2,1840,2024-08-02,3,Negative,WebBrowser,51
2472,8,1178,2025-02-13,7,Positive,SmartTV,142
2473,3,1017,2025-03-10,4,Negative,StreamMax,12
2474,6,920,2025-03-20,4,Negative,SmartTV,35
2475,15,1380,2024-08-26,10,Positive,StreamMax,90
2476,14,1499,2025-01-17,9,Positive,StreamMax,72
2477,3,1901,2024-12-23,10,Positive,TabletApp,140
2478,12,1174,2024-08-07,6,Neutral,TabletApp,14
2479,13,1025,2024-06-26,5,Neutral,MobileApp,7
2480,9,1663,2024-06-30,7,Positive,StreamMax,64
2481,5,265,2025-04-07,5,Neutral,MobileApp,45
2482,9,1059,2024-11-10,10,Positive,MobileApp,69
2483,13,1435,2024-07-06,4,Negative,TabletApp,142
2484,3,445,2024-10-13,10,Positive,StreamMax,85
2485,8,1598,2025-04-30,3,Negative,StreamMax,101
2486,14,1978,2025-03-30,4,Negative,StreamMax,135
2487,6,279,2024-12-19,3,Negative,StreamMax,58
2488,3,1995,2024-10-13,7,Positive,WebBrowser,2
2489,6,1492,2025-04-20,5,Neutral,StreamMax,145
2490,5,855,2025-03-26,10,Positive,TabletApp,60
2491,4,1883,2025-02-13,3,Negative,MobileApp,27
2492,2,738,2025-02-05,10,Positive,SmartTV,10
2493,4,524,2024-08-13,5,Neutral,WebBrowser,54
2494,12,601,2024-07-26,5,Neutral,MobileApp,126
2495,8,1215,2025-01-12,7,Positive,MobileApp,97
2496,12,1148,2024-07-08,10,Positive,StreamMax,89
2497,15,1695,2024-07-21,6,Neutral,TabletApp,31
2498,13,736,2024-11-22,4,Negative,MobileApp,85
2499,4,1497,2024-10-16,4,Negative,SmartTV,75
2500,11,611,2025-03-30,7,Positive,WebBrowser,42
2501,14,556,2025-01-28,3,Negative,StreamMax,123
2502,1,1972,2024-10-26,10,Positive,MobileApp,12
2503,4,1817,2025-02-17,5,Neutral,SmartTV,62
2504,9,1024,2025-02-12,3,Negative,MobileApp,33
2505,11,1549,2025-03-06,4,Negative,TabletApp,23
2506,4,671,2025-04-11,7,Positive,SmartTV,57
2507,13,1411,2024-10-17,10,Positive,WebBrowser,72
2508,12,846,2024-10-18,6,Neutral,TabletApp,13
2509,14,958,2025-04-08,8,Positive,MobileApp,88
2510,10,1798,2024-12-03,3,Negative,StreamMax,24
2511,8,1338,2024-09-10,4,Negative,TabletApp,20
2512,7,1116,2024-10-10,7,Positive,MobileApp,77
2513,9,1083,2025-02-22,3,Negative,WebBrowser,91
2514,10,1156,2024-12-09,10,Positive,MobileApp,9
2515,4,422,2025-02-02,3,Negative,StreamMax,74
2516,8,1443,2024-11-11,4,Negative,SmartTV,108
2517,3,409,2025-02-24,4,Negative,TabletApp,18
2518,7,1884,2024-10-12,10,Positive,WebBrowser,18
2519,5,1034,2024-11-15,7,Positive,MobileApp,111
2520,14,1179,2024-08-11,10,Positive,TabletApp,148
2521,14,1043,2025-03-26,3,Negative,StreamMax,18
2522,12,593,2025-02-11,4,Negative,StreamMax,58
2523,6,646,2024-10-11,7,Positive,StreamMax,132
2524,9,389,2024-09-09,5,Neutral,MobileApp,80
2525,11,1362,2024-11-05,10,Positive,WebBrowser,43
2526,15,135,2024-11-06,8,Positive,WebBrowser,117
2527,11,902,2024-12-21,3,Negative,StreamMax,136
2528,9,816,2024-07-22,2,Negative,WebBrowser,130
2529,9,541,2025-02-27,2,Negative,MobileApp,19
2530,7,592,2024-07-15,9,Positive,MobileApp,122
2531,13,40,2024-11-25,6,Neutral,MobileApp,43
2532,4,678,2024-08-18,6,Neutral,StreamMax,115
2533,13,1865,2024-12-15,5,Neutral,MobileApp,56
2534,5,241,2024-08-08,4,Negative,MobileApp,147
2535,11,1179,2025-03-27,7,Positive,SmartTV,49
2536,10,674,2024-07-25,5,Neutral,StreamMax,103
2537,4,1062,2024-06-16,6,Neutral,SmartTV,143
2538,6,129,2025-04-07,8,Positive,MobileApp,3
2539,12,1791,2024-08-13,6,Neutral,WebBrowser,128
2540,13,300,2024-09-24,10,Positive,MobileApp,140
2541,5,1641,2025-01-24,4,Negative,MobileApp,83
2542,5,747,2024-07-04,7,Positive,WebBrowser,46
2543,3,1494,2024-08-02,3,Negative,StreamMax,94
2544,6,1827,2024-07-27,9,Positive,TabletApp,74
2545,6,984,2025-02-23,9,Positive,MobileApp,124
2546,11,1161,2025-02-16,8,Positive,WebBrowser,5
2547,11,1038,2025-03-18,9,Positive,MobileApp,7
2548,1,1309,2024-09-08,9,Positive,TabletApp,121
2549,14,310,2024-09-29,5,Neutral,WebBrowser,66
2550,14,365,2025-03-02,3,Negative,StreamMax,73
2551,9,310,2024-06-02,2,Negative,StreamMax,29
2552,12,887,2025-02-02,8,Positive,SmartTV,57
2553,10,902,2024-11-09,8,Positive,StreamMax,86
2554,3,1216,2024-12-04,4,Negative,TabletApp,87
2555,14,1304,2024-11-16,7,Positive,SmartTV,117
2556,1,142,2025-01-06,9,Positive,StreamMax,98
2557,3,1040,2025-02-23,10,Positive,WebBrowser,95
2558,15,1499,2025-01-14,4,Negative,StreamMax,114
2559,4,1380,2024-10-04,7,Positive,StreamMax,44
2560,13,99,2024-06-24,5,Neutral,WebBrowser,52
2561,10,979,2025-02-15,6,Neutral,StreamMax,86
2562,1,1737,2025-02-07,9,Positive,WebBrowser,118
2563,15,709,2025-01-15,6,Neutral,StreamMax,135
2564,5,1694,2024-06-20,7,Positive,TabletApp,44
2565,7,790,2024-10-21,8,Positive,SmartTV,52
2566,4,1498,2024-08-20,1,Negative,WebBrowser,96
2567,15,1496,2024-06-11,7,Positive,WebBrowser,147
2568,5,69,2024-12-09,9,Positive,MobileApp,28
2569,1,942,2025-02-16,6,Neutral,SmartTV,118
2570,10,1553,2024-06-20,3,Negative,TabletApp,141
2571,10,844,2025-01-13,10,Positive,MobileApp,128
2572,13,1651,2025-01-29,4,Negative,WebBrowser,139
2573,12,599,2025-04-02,4,Negative,WebBrowser,108
2574,7,856,2025-03-24,4,Negative,WebBrowser,29
2575,9,1247,2024-11-02,5,Neutral,TabletApp,75
2576,4,1758,2024-09-17,5,Neutral,MobileApp,16
2577,4,840,2024-09-21,5,Neutral,TabletApp,24
2578,11,1052,2025-02-04,3,Negative,SmartTV,60
2579,5,1765,2025-03-05,8,Positive,StreamMax,93
2580,11,152,2025-02-06,5,Neutral,WebBrowser,4
2581,11,1685,2025-04-27,3,Negative,TabletApp,47
2582,7,109,2024-06-27,6,Neutral,SmartTV,96
2583,5,260,2024-10-03,3,Negative,TabletApp,45
2584,15,1276,2024-07-06,6,Neutral,TabletApp,30
2585,13,1226,2024-12-23,7,Positive,WebBrowser,107
2586,11,1989,2025-02-04,7,Positive,WebBrowser,85
2587,6,1102,2024-09-21,6,Neutral,StreamMax,40
2588,3,1481,2024-10-14,8,Positive,TabletApp,65
2589,11,1281,2025-04-03,9,Positive,SmartTV,42
2590,12,151,2024-09-29,6,Neutral,WebBrowser,46
2591,15,1354,2025-02-22,7,Positive,StreamMax,73
2592,14,728,2025-03-23,4,Negative,MobileApp,16
2593,7,1957,2025-03-15,6,Neutral,TabletApp,4
2594,10,1763,2025-01-31,4,Negative,WebBrowser,18
2595,2,1742,2025-04-11,8,Positive,TabletApp,109
2596,15,1038,2024-09-12,3,Negative,StreamMax,129
2597,11,1236,2024-11-25,9,Positive,TabletApp,111
2598,4,1624,2024-11-29,3,Negative,StreamMax,77
2599,10,682,2024-10-08,4,Negative,WebBrowser,57
2600,13,195,2025-02-26,9,Positive,TabletApp,4
2601,3,1582,2025-03-07,8,Positive,MobileApp,83
2602,8,1450,2024-07-09,5,Neutral,MobileApp,140
2603,7,379,2025-03-27,6,Neutral,WebBrowser,21
2604,10,1126,2024-11-17,3,Negative,StreamMax,77
2605,11,506,2024-11-30,5,Neutral,TabletApp,107
2606,6,849,2024-08-27,10,Positive,SmartTV,144
2607,1,1471,2024-09-15,9,Positive,WebBrowser,80
2608,10,1795,2025-04-06,3,Negative,MobileApp,6
2609,12,1887,2024-08-30,3,Negative,TabletApp,26
2610,14,811,2024-08-10,3,Negative,MobileApp,57
2611,9,1456,2025-03-03,6,Neutral,MobileApp,138
2612,7,1409,2024-07-19,9,Positive,WebBrowser,70
2613,10,1,2025-01-02,7,Positive,SmartTV,90
2614,9,552,2025-01-28,3,Negative,SmartTV,49
2615,15,941,2024-10-02,9,Positive,TabletApp,115
2616,14,10,2025-04-03,5,Neutral,StreamMax,49
2617,8,1902,2024-07-02,7,Positive,StreamMax,67
2618,5,1959,2025-01-07,6,Neutral,MobileApp,56
2619,6,1670,2024-10-18,9,Positive,StreamMax,67
2620,7,370,2024-10-14,8,Positive,TabletApp,103
2621,9,1307,2024-12-10,4,Negative,TabletApp,21
2622,4,1291,2024-06-30,6,Neutral,SmartTV,117
2623,6,1061,2024-10-17,6,Neutral,WebBrowser,125
2624,9,1855,2025-01-14,6,Neutral,SmartTV,76
2625,13,881,2024-10-22,9,Positive,MobileApp,94
2626,12,70,2024-06-06,8,Positive,TabletApp,124
2627,11,1787,2025-03-15,5,Neutral,MobileApp,91
2628,14,1758,2024-12-28,7,Positive,SmartTV,86
2629,4,222,2025-01-24,8,Positive,MobileApp,58
2630,9,1682,2024-08-04,7,Positive,SmartTV,145
2631,11,598,2024-09-07,7,Positive,SmartTV,44
2632,6,1617,2024-08-03,5,Neutral,SmartTV,136
2633,1,31,2024-08-11,8,Positive,StreamMax,108
2634,8,1176,2024-07-12,8,Positive,MobileApp,116
2635,13,901,2024-10-26,7,Positive,MobileApp,67
2636,11,1447,2024-09-21,8,Positive,StreamMax,94
2637,11,1101,2024-07-02,3,Negative,TabletApp,138
2638,9,1940,2024-11-18,5,Neutral,SmartTV,62
2639,14,1508,2024-12-20,10,Positive,TabletApp,5
2640,3,214,2025-03-02,8,Positive,TabletApp,150
2641,2,1561,2024-12-10,3,Negative,TabletApp,119
2642,12,1058,2024-11-13,6,Neutral,WebBrowser,149
2643,14,381,2024-12-02,5,Neutral,TabletApp,113
2644,8,1119,2024-11-17,9,Positive,TabletApp,101
2645,1,558,2025-03-18,5,Neutral,StreamMax,88
2646,11,1856,2024-08-21,3,Negative,TabletApp,37
2647,15,1922,2024-06-17,6,Neutral,WebBrowser,27
2648,15,183,2024-12-26,3,Negative,StreamMax,11
2649,8,734,2024-08-27,6,Neutral,MobileApp,30
2650,10,895,2025-04-05,10,Positive,SmartTV,74
2651,15,1301,2025-02-25,9,Positive,TabletApp,18
2652,10,1093,2025-01-29,10,Positive,SmartTV,84
2653,6,749,2024-11-29,4,Negative,StreamMax,11
2654,15,1758,2025-01-22,5,Neutral,WebBrowser,2
2655,7,287,2024-10-01,4,Negative,TabletApp,31
2656,14,406,2025-01-26,10,Positive,WebBrowser,0
2657,8,1664,2025-01-09,10,Positive,SmartTV,97
2658,8,926,2024-11-03,10,Positive,StreamMax,127
2659,3,631,2025-03-14,7,Positive,TabletApp,1
2660,3,92,2025-03-08,10,Positive,WebBrowser,101
2661,13,223,2025-03-01,10,Positive,MobileApp,147
2662,10,71,2024-10-16,4,Negative,MobileApp,61
2663,15,1920,2024-06-19,9,Positive,MobileApp,30
2664,12,872,2024-07-13,10,Positive,StreamMax,43
2665,3,1128,2024-10-30,6,Neutral,TabletApp,139
2666,4,307,2024-09-27,6,Neutral,SmartTV,56
2667,13,772,2024-08-04,8,Positive,TabletApp,96
2668,9,810,2024-09-13,7,Positive,SmartTV,108
2669,2,698,2024-09-06,7,Positive,StreamMax,35
2670,4,633,2024-11-28,7,Positive,WebBrowser,116
2671,5,903,2024-10-26,10,Positive,MobileApp,66
2672,11,66,2024-12-23,8,Positive,TabletApp,119
2673,2,1904,2024-07-10,10,Positive,TabletApp,26
2674,3,906,2024-09-23,6,Neutral,StreamMax,135
2675,8,1981,2024-07-11,4,Negative,StreamMax,91
2676,5,169,2024-08-26,6,Neutral,MobileApp,144
2677,14,1807,2025-02-01,10,Positive,TabletApp,134
2678,2,1412,2025-02-20,8,Positive,TabletApp,139
2679,14,1972,2025-03-18,3,Negative,WebBrowser,55
2680,13,1396,2025-02-22,6,Neutral,TabletApp,144
2681,10,1161,2024-11-25,8,Positive,MobileApp,129
2682,4,1972,2024-07-04,4,Negative,StreamMax,50
2683,5,900,2025-01-10,3,Negative,StreamMax,5
2684,15,1080,2024-10-16,6,Neutral,MobileApp,50
2685,13,1064,2025-01-14,5,Neutral,MobileApp,5
2686,14,1529,2024-10-04,9,Positive,SmartTV,53
2687,14,501,2024-09-21,8,Positive,StreamMax,47
2688,14,1875,2024-11-12,3,Negative,WebBrowser,136
2689,7,797,2024-10-31,4,Negative,SmartTV,92
2690,1,232,2025-01-01,8,Positive,MobileApp,116
2691,6,264,2025-02-20,10,Positive,StreamMax,135
2692,2,49,2024-09-14,7,Positive,MobileApp,74
2693,5,1099,2024-12-20,4,Negative,StreamMax,118
2694,12,1771,2025-03-02,7,Positive,WebBrowser,58
2695,11,1391,2025-01-26,9,Positive,MobileApp,69
2696,1,462,2024-08-25,7,Positive,MobileApp,45
2697,6,1421,2024-09-19,5,Neutral,StreamMax,57
2698,6,331,2024-06-30,4,Negative,MobileApp,119
2699,5,364,2024-10-08,8,Positive,StreamMax,43
2700,15,1914,2024-06-12,7,Positive,MobileApp,145
2701,5,1593,2024-10-23,3,Negative,SmartTV,87
2702,12,763,2024-11-22,10,Positive,WebBrowser,39
2703,3,1191,2025-04-16,5,Neutral,WebBrowser,118
2704,14,345,2025-03-04,4,Negative,SmartTV,88
2705,13,100,2024-06-07,10,Positive,WebBrowser,41
2706,12,673,2024-09-30,6,Neutral,StreamMax,133
2707,8,250,2024-12-23,8,Positive,MobileApp,98
2708,11,1764,2024-06-06,10,Positive,TabletApp,52
2709,13,1909,2024-12-10,7,Positive,TabletApp,72
2710,13,1162,2025-03-30,7,Positive,SmartTV,149
2711,15,925,2025-01-17,5,Neutral,StreamMax,2
2712,5,119,2024-11-14,5,Neutral,MobileApp,48
2713,4,674,2024-12-18,4,Negative,StreamMax,59
2714,6,1843,2024-07-26,10,Positive,WebBrowser,7
2715,7,1277,2024-06-14,5,Neutral,StreamMax,134
2716,9,1279,2025-02-10,4,Negative,SmartTV,96
2717,4,354,2024-12-10,4,Negative,MobileApp,22
2718,14,820,2025-04-24,9,Positive,StreamMax,113
2719,14,1087,2024-12-06,10,Positive,StreamMax,14
2720,6,1770,2024-08-24,3,Negative,SmartTV,67
2721,3,1197,2024-11-11,10,Positive,TabletApp,39
2722,6,6,2024-08-12,6,Neutral,StreamMax,76
2723,7,1826,2025-03-14,9,Positive,MobileApp,7
2724,4,1324,2025-02-18,4,Negative,WebBrowser,90
2725,6,1715,2024-10-30,9,Positive,TabletApp,30
2726,6,1606,2024-09-11,9,Positive,SmartTV,14
2727,4,1947,2024-10-09,2,Negative,StreamMax,6
2728,10,510,2024-11-11,6,Neutral,StreamMax,76
2729,12,146,2024-09-22,3,Negative,StreamMax,87
2730,1,1431,2024-10-27,9,Positive,WebBrowser,116
2731,3,1803,2025-04-21,10,Positive,SmartTV,42
2732,10,161,2024-08-03,6,Neutral,StreamMax,6
2733,2,1117,2024-09-05,9,Positive,WebBrowser,131
2734,1,19,2024-06-17,10,Positive,MobileApp,16
2735,12,795,2025-03-12,7,Positive,SmartTV,97
2736,3,65,2025-04-07,8,Positive,MobileApp,93
2737,7,685,2025-04-10,10,Positive,MobileApp,68
2738,12,157,2024-07-04,6,Neutral,SmartTV,37
2739,2,1174,2024-11-19,4,Negative,WebBrowser,49
2740,13,797,2024-08-07,10,Positive,WebBrowser,94
2741,12,1029,2025-01-04,3,Negative,StreamMax,109
2742,2,276,2025-03-25,3,Negative,MobileApp,125
2743,11,1170,2025-01-29,4,Negative,TabletApp,129
2744,1,726,2024-09-02,9,Positive,MobileApp,107
2745,6,1497,2025-04-01,6,Neutral,WebBrowser,70
2746,12,1302,2024-08-06,9,Positive,SmartTV,83
2747,3,1118,2025-04-28,6,Neutral,StreamMax,62
2748,7,219,2024-10-07,10,Positive,WebBrowser,119
2749,11,1660,2025-01-25,8,Positive,TabletApp,25
2750,5,887,2024-09-26,6,Neutral,WebBrowser,27
2751,8,1482,2024-08-27,5,Neutral,WebBrowser,118
2752,15,374,2025-02-27,4,Negative,StreamMax,102
2753,12,1579,2024-08-11,10,Positive,SmartTV,9
2754,12,758,2025-04-17,3,Negative,MobileApp,10
2755,13,1091,2024-07-21,10,Positive,TabletApp,27
2756,2,408,2024-09-20,8,Positive,StreamMax,48
2757,6,1435,2025-04-05,9,Positive,MobileApp,28
2758,6,1579,2025-02-03,7,Positive,MobileApp,67
2759,14,1823,2025-01-06,5,Neutral,SmartTV,13
2760,10,973,2025-01-01,5,Neutral,MobileApp,139
2761,11,967,2024-12-11,10,Positive,MobileApp,80
2762,15,1638,2025-04-14,7,Positive,TabletApp,43
2763,2,1692,2024-09-14,9,Positive,SmartTV,47
2764,6,300,2024-06-09,10,Positive,MobileApp,52
2765,8,185,2024-11-04,8,Positive,StreamMax,13
2766,1,234,2024-08-27,8,Positive,SmartTV,36
2767,2,146,2024-11-14,3,Negative,StreamMax,73
2768,12,1424,2025-01-28,7,Positive,TabletApp,107
2769,11,734,2025-01-21,9,Positive,StreamMax,63
2770,6,1833,2024-08-07,8,Positive,MobileApp,88
2771,2,1146,2024-11-11,5,Neutral,StreamMax,76
2772,14,1895,2024-12-03,9,Positive,StreamMax,32
2773,12,1815,2024-06-21,5,Neutral,TabletApp,113
2774,14,612,2024-09-08,9,Positive,StreamMax,57
2775,1,135,2024-06-14,9,Positive,WebBrowser,87
2776,4,1693,2024-12-15,8,Positive,MobileApp,87
2777,4,189,2025-04-02,8,Positive,StreamMax,80
2778,7,1563,2024-10-04,8,Positive,SmartTV,36
2779,10,1625,2024-11-28,10,Positive,WebBrowser,64
2780,12,637,2025-02-03,5,Neutral,WebBrowser,53
2781,4,1042,2025-01-15,8,Positive,TabletApp,92
2782,12,1890,2024-08-10,8,Positive,MobileApp,145
2783,9,1399,2025-01-20,6,Neutral,WebBrowser,137
2784,5,267,2024-11-29,5,Neutral,MobileApp,59
2785,2,702,2024-08-09,7,Positive,SmartTV,43
2786,3,1956,2024-06-27,9,Positive,TabletApp,0
2787,9,1729,2024-11-20,4,Negative,StreamMax,28
2788,3,1756,2024-08-11,10,Positive,WebBrowser,46
2789,6,1200,2024-12-11,5,Neutral,SmartTV,41
2790,15,1950,2024-09-02,6,Neutral,MobileApp,40
2791,15,845,2024-12-03,2,Negative,WebBrowser,42
2792,14,706,2024-10-22,5,Neutral,TabletApp,124
2793,3,57,2025-02-07,9,Positive,WebBrowser,143
2794,6,1522,2024-08-26,9,Positive,SmartTV,80
2795,7,759,2025-02-03,7,Positive,WebBrowser,109
2796,1,637,2024-08-02,8,Positive,TabletApp,44
2797,10,1321,2024-10-27,10,Positive,MobileApp,67
2798,15,1311,2024-11-08,1,Negative,StreamMax,11
2799,5,767,2024-08-16,7,Positive,SmartTV,107
2800,7,766,2025-03-10,7,Positive,WebBrowser,8
2801,5,1229,2024-11-04,4,Negative,TabletApp,139
2802,6,439,2024-07-06,8,Positive,MobileApp,42
2803,8,847,2025-04-23,9,Positive,SmartTV,68
2804,8,352,2025-02-14,10,Positive,TabletApp,77
2805,2,645,2025-01-26,8,Positive,SmartTV,124
2806,15,229,2025-02-21,6,Neutral,StreamMax,94
2807,13,1050,2024-06-12,10,Positive,TabletApp,83
2808,1,1878,2024-12-31,9,Positive,TabletApp,89
2809,10,1678,2024-09-22,10,Positive,WebBrowser,123
2810,13,1845,2025-02-09,7,Positive,SmartTV,65
2811,12,714,2025-04-17,9,Positive,MobileApp,136
2812,15,1107,2025-03-08,7,Positive,StreamMax,128
2813,10,307,2025-02-11,7,Positive,MobileApp,6
2814,1,60,2024-08-19,9,Positive,SmartTV,146
2815,11,1020,2024-08-23,9,Positive,WebBrowser,36
2816,10,1261,2024-07-30,5,Neutral,StreamMax,15
2817,12,976,2024-06-14,6,Neutral,SmartTV,0
2818,5,620,2024-06-02,9,Positive,SmartTV,93
2819,12,1230,2025-03-25,10,Positive,MobileApp,132
2820,1,14,2025-02-05,8,Positive,StreamMax,125
2821,9,232,2024-10-11,8,Positive,StreamMax,65
2822,1,1428,2024-12-14,9,Positive,StreamMax,115
2823,2,267,2024-11-30,7,Positive,SmartTV,135
2824,11,302,2025-02-01,10,Positive,MobileApp,120
2825,11,1950,2024-11-27,5,Neutral,MobileApp,67
2826,11,1711,2024-09-13,10,Positive,TabletApp,0
2827,7,441,2025-03-12,10,Positive,SmartTV,82
2828,13,1396,2024-11-28,4,Negative,StreamMax,146
2829,10,1967,2025-02-27,8,Positive,MobileApp,13
2830,11,395,2025-01-29,9,Positive,SmartTV,74
2831,3,1795,2025-01-05,8,Positive,StreamMax,58
2832,7,1754,2025-02-01,7,Positive,WebBrowser,25
2833,6,433,2025-03-23,8,Positive,StreamMax,69
2834,10,331,2024-08-10,3,Negative,MobileApp,53
2835,9,844,2024-08-22,2,Negative,StreamMax,147
2836,11,918,2025-01-21,7,Positive,MobileApp,125
2837,13,364,2024-07-26,7,Positive,SmartTV,126
2838,13,7,2024-09-23,6,Neutral,SmartTV,106
2839,4,1262,2024-09-01,8,Positive,WebBrowser,31
2840,9,1639,2024-09-05,4,Negative,TabletApp,85
2841,8,690,2025-04-06,3,Negative,MobileApp,146
2842,14,1829,2024-07-29,10,Positive,MobileApp,35
2843,4,577,2025-01-06,3,Negative,SmartTV,98
2844,13,99,2024-11-09,3,Negative,StreamMax,63
2845,12,629,2024-11-17,4,Negative,WebBrowser,118
2846,8,202,2024-06-05,8,Positive,MobileApp,33
2847,15,1213,2025-01-14,3,Negative,SmartTV,23
2848,12,1303,2024-12-29,3,Negative,MobileApp,83
2849,15,1333,2024-06-27,5,Neutral,MobileApp,55
2850,7,1010,2025-01-24,3,Negative,MobileApp,4
2851,14,1185,2024-08-02,8,Positive,StreamMax,27
2852,12,1511,2024-08-07,7,Positive,SmartTV,74
2853,11,986,2025-04-25,10,Positive,TabletApp,104
2854,15,47,2024-09-01,7,Positive,WebBrowser,28
2855,6,1879,2024-06-08,5,Neutral,TabletApp,1
2856,11,1163,2024-09-16,9,Positive,TabletApp,81
2857,6,1942,2025-01-26,4,Negative,TabletApp,2
2858,4,878,2025-02-13,6,Neutral,SmartTV,96
2859,11,609,2024-06-18,6,Neutral,StreamMax,33
2860,8,1195,2025-04-08,10,Positive,TabletApp,94
2861,4,684,2024-06-14,5,Neutral,MobileApp,1
2862,2,1528,2024-10-01,7,Positive,StreamMax,24
2863,11,1434,2025-03-29,6,Neutral,WebBrowser,4
2864,1,784,2024-09-23,8,Positive,SmartTV,125
2865,1,1721,2025-03-03,10,Positive,WebBrowser,31
2866,8,228,2025-04-24,6,Neutral,WebBrowser,140
2867,9,1875,2025-04-22,5,Neutral,WebBrowser,141
2868,10,36,2025-03-21,10,Positive,StreamMax,114
2869,11,195,2024-07-08,3,Negative,SmartTV,113
2870,11,954,2024-12-31,10,Positive,WebBrowser,14
2871,7,873,2024-07-20,3,Negative,SmartTV,88
2872,15,1673,2025-02-28,5,Neutral,StreamMax,97
2873,10,401,2025-02-18,8,Positive,StreamMax,115
2874,6,120,2025-04-08,3,Negative,SmartTV,32
2875,7,389,2025-02-13,9,Positive,SmartTV,85
2876,12,1794,2024-07-13,6,Neutral,WebBrowser,144
2877,6,1967,2025-02-16,3,Negative,MobileApp,53
2878,1,1170,2024-12-18,9,Positive,SmartTV,30
2879,11,1554,2024-08-17,9,Positive,StreamMax,125
2880,9,296,2025-04-09,6,Neutral,MobileApp,130
2881,7,479,2025-03-18,10,Positive,SmartTV,34
2882,9,731,2025-03-18,4,Negative,TabletApp,104
2883,9,1812,2024-09-05,7,Positive,TabletApp,73
2884,1,1135,2025-01-01,9,Positive,SmartTV,35
2885,8,472,2025-01-22,8,Positive,WebBrowser,22
2886,8,12,2025-03-01,8,Positive,MobileApp,22
2887,5,298,2024-10-18,10,Positive,MobileApp,28
2888,6,1467,2025-03-14,8,Positive,WebBrowser,119
2889,8,1984,2024-08-07,8,Positive,SmartTV,146
2890,10,1912,2024-06-04,4,Negative,MobileApp,50
2891,11,499,2024-10-02,9,Positive,MobileApp,95
2892,1,1490,2025-01-29,10,Positive,MobileApp,93
2893,7,335,2024-12-21,10,Positive,TabletApp,34
2894,14,37,2025-01-16,9,Positive,StreamMax,101
2895,10,1976,2024-06-26,5,Neutral,WebBrowser,78
2896,6,1658,2024-09-01,4,Negative,TabletApp,115
2897,9,845,2024-09-12,5,Neutral,MobileApp,109
2898,6,1349,2024-11-19,9,Positive,WebBrowser,98
2899,7,1933,2025-04-27,6,Neutral,TabletApp,38
2900,3,810,2024-11-15,4,Negative,TabletApp,121
2901,12,1625,2024-07-26,9,Positive,StreamMax,53
2902,6,1870,2024-08-26,10,Positive,SmartTV,130
2903,3,1253,2024-10-13,4,Negative,MobileApp,111
2904,13,684,2024-09-30,4,Negative,MobileApp,143
2905,2,30,2024-06-05,6,Neutral,TabletApp,86
2906,7,852,2024-12-02,9,Positive,WebBrowser,30
2907,9,473,2025-01-14,8,Positive,MobileApp,46
2908,15,1571,2025-04-25,7,Positive,TabletApp,9
2909,1,239,2024-12-28,9,Positive,SmartTV,23
2910,1,1062,2024-09-03,9,Positive,TabletApp,70
2911,1,1630,2024-12-16,9,Positive,TabletApp,139
2912,3,22,2025-01-20,9,Positive,SmartTV,15
2913,7,1755,2024-08-25,7,Positive,MobileApp,146
2914,5,1158,2024-10-09,8,Positive,StreamMax,111
2915,1,825,2024-08-03,9,Positive,TabletApp,102
2916,11,741,2024-11-23,8,Positive,WebBrowser,142
2917,11,994,2025-03-29,9,Positive,MobileApp,116
2918,14,1904,2024-08-08,10,Positive,SmartTV,105
2919,11,848,2025-01-11,5,Neutral,StreamMax,134
2920,8,48,2024-10-31,5,Neutral,WebBrowser,80
2921,10,1765,2025-04-04,7,Positive,WebBrowser,6
2922,4,615,2024-06-07,6,Neutral,WebBrowser,56
2923,1,1479,2025-01-04,5,Neutral,SmartTV,106
2924,11,1809,2025-02-24,6,Neutral,SmartTV,74
2925,7,1434,2024-08-29,5,Neutral,StreamMax,147
2926,7,1533,2024-11-01,9,Positive,StreamMax,137
2927,8,1896,2024-08-01,10,Positive,MobileApp,84
2928,14,767,2024-07-29,5,Neutral,MobileApp,55
2929,8,300,2024-06-14,6,Neutral,TabletApp,68
2930,13,354,2024-12-25,5,Neutral,MobileApp,98
2931,3,1840,2024-12-18,10,Positive,TabletApp,34
2932,8,1759,2024-11-03,7,Positive,MobileApp,64
2933,14,308,2024-08-05,10,Positive,StreamMax,86
2934,6,372,2024-10-05,5,Neutral,SmartTV,28
2935,7,1359,2024-07-31,7,Positive,TabletApp,92
2936,13,405,2025-04-02,7,Positive,MobileApp,20
2937,7,634,2024-08-20,10,Positive,SmartTV,140
2938,15,1821,2025-02-26,4,Negative,SmartTV,121
2939,12,1455,2025-04-18,7,Positive,TabletApp,149
2940,4,282,2025-02-24,2,Negative,MobileApp,128
2941,11,955,2025-02-16,7,Positive,MobileApp,0
