activity_id,viewer_id,movie_id,watch_date,platform,watch_duration_min,completion_rate,rewatched,device_type
7732,263,2,2024-12-23,WebBrowser,95,0.92,0,Tablet
7733,378,1,2025-04-06,StreamMax,45,0.51,0,Tablet
7734,1735,4,2024-07-06,TabletApp,33,0.3,0,TV
7735,1178,15,2025-03-22,WebBrowser,83,0.59,1,TV
7736,563,8,2024-11-29,StreamMax,111,0.72,0,Tablet
7737,1795,1,2025-04-25,SmartTV,90,0.72,0,Desktop
7738,1116,1,2024-10-28,MobileApp,44,0.45,1,Desktop
7739,1811,11,2024-07-02,MobileApp,93,0.75,0,Tablet
7740,60,1,2024-08-06,TabletApp,102,0.78,0,Desktop
7741,49,1,2025-01-18,StreamMax,51,0.55,1,Desktop
7742,805,3,2025-04-01,WebBrowser,68,0.45,0,Desktop
7743,1307,2,2024-07-30,WebBrowser,75,0.49,0,Desktop
7744,503,6,2024-06-04,TabletApp,73,0.55,0,Tablet
7745,30,5,2024-06-18,WebBrowser,122,0.82,0,Desktop
7746,938,3,2024-10-04,WebBrowser,100,0.73,1,TV
7747,182,7,2024-09-27,SmartTV,96,0.96,0,Mobile
7748,1022,2,2024-12-03,StreamMax,106,0.84,0,Desktop
7749,609,1,2025-03-17,TabletApp,99,0.67,0,TV
7750,1600,2,2024-09-12,StreamMax,117,0.8,0,TV
7751,1542,13,2024-09-04,StreamMax,83,0.67,0,TV
7752,455,5,2025-02-12,SmartTV,48,0.31,0,Desktop
7753,101,10,2024-10-25,SmartTV,104,0.75,1,TV
7754,1764,10,2024-12-06,SmartTV,76,0.55,0,Tablet
7755,386,12,2024-08-09,WebBrowser,146,0.95,0,TV
7756,1488,10,2025-03-08,TabletApp,134,0.85,0,Desktop
7757,1367,11,2024-12-03,MobileApp,64,0.73,0,Mobile
7758,1108,5,2024-06-24,StreamMax,146,0.93,0,Tablet
7759,1458,2,2024-12-14,SmartTV,95,0.9,0,Tablet
7760,1959,11,2025-01-06,StreamMax,74,0.53,0,Tablet
7761,263,8,2024-09-26,StreamMax,71,0.54,1,Desktop
7762,1948,6,2025-03-09,WebBrowser,56,0.51,0,TV
7763,544,8,2024-10-21,MobileApp,81,0.56,0,Tablet
7764,1447,1,2025-02-12,WebBrowser,62,0.5,0,Mobile
7765,1426,6,2025-02-06,MobileApp,49,0.52,0,Desktop
7766,933,8,2025-04-23,StreamMax,49,0.34,0,Tablet
7767,1042,14,2024-06-28,MobileApp,97,0.92,0,TV
7768,1042,9,2024-12-21,StreamMax,105,0.69,0,Mobile
7769,616,3,2025-03-05,WebBrowser,93,0.74,0,TV
7770,1433,3,2024-07-05,MobileApp,47,0.43,0,Mobile
7771,1271,6,2024-07-13,StreamMax,52,0.47,0,Desktop
7772,1279,10,2024-11-08,TabletApp,85,0.88,0,Tablet
7773,294,7,2024-09-17,WebBrowser,120,0.86,0,Tablet
7774,760,5,2025-03-27,MobileApp,69,0.5,0,Tablet
7775,1353,12,2025-02-27,StreamMax,77,0.54,1,Mobile
7776,1271,11,2025-02-02,TabletApp,97,0.79,1,Tablet
7777,888,1,2025-03-22,SmartTV,99,0.68,1,Desktop
7778,1572,10,2025-01-13,WebBrowser,87,0.8,0,Mobile
7779,135,2,2024-11-20,WebBrowser,112,0.97,0,Tablet
7780,274,10,2024-06-24,TabletApp,86,0.79,0,Mobile
7781,1289,6,2025-03-28,TabletApp,127,0.99,0,TV
7782,504,1,2025-03-18,MobileApp,94,0.94,0,Mobile
7783,1400,3,2024-07-13,SmartTV,48,0.49,0,TV
7784,523,13,2024-11-23,SmartTV,84,0.82,0,Desktop
7785,304,7,2024-11-24,WebBrowser,52,0.34,1,Desktop
7786,715,15,2024-07-06,StreamMax,40,0.34,0,TV
7787,1272,10,2024-08-10,MobileApp,125,0.8,0,TV
7788,506,1,2024-11-28,WebBrowser,102,0.98,0,Mobile
7789,1326,6,2025-04-29,WebBrowser,52,0.35,0,Desktop
7790,1256,5,2024-07-25,MobileApp,59,0.64,0,Desktop
7791,374,3,2024-09-25,WebBrowser,73,0.5,0,Desktop
7792,1531,11,2024-07-11,WebBrowser,97,0.97,0,TV
7793,644,1,2025-04-15,StreamMax,52,0.58,0,Tablet
7794,986,13,2024-08-27,SmartTV,138,0.89,1,Desktop
7795,71,6,2025-04-26,MobileApp,113,0.93,1,TV
7796,190,1,2025-04-08,StreamMax,130,0.87,0,Tablet
7797,707,10,2024-12-23,SmartTV,78,0.79,0,Tablet
7798,1952,7,2024-12-22,SmartTV,67,0.49,0,TV
7799,770,10,2025-03-22,MobileApp,80,0.57,0,Desktop
7800,1676,5,2025-04-20,SmartTV,114,0.76,0,Mobile
7801,1964,7,2025-01-27,MobileApp,95,0.98,1,Tablet
7802,1578,2,2024-10-26,MobileApp,44,0.43,0,Mobile
7803,290,1,2025-02-06,SmartTV,117,0.82,0,Tablet
7804,1083,13,2024-09-13,SmartTV,83,0.93,1,Tablet
7805,184,8,2024-06-10,MobileApp,53,0.47,1,Mobile
7806,1993,5,2025-02-18,MobileApp,46,0.53,0,Tablet
7807,1599,6,2025-01-06,TabletApp,42,0.48,0,Mobile
7808,656,10,2025-02-02,SmartTV,60,0.61,1,Tablet
7809,315,8,2024-12-18,SmartTV,42,0.32,0,Tablet
7810,1001,2,2024-10-22,SmartTV,50,0.33,0,TV
7811,595,3,2024-07-09,TabletApp,72,0.47,1,TV
7812,371,7,2024-10-04,SmartTV,110,0.84,0,Desktop
7813,503,6,2025-03-02,StreamMax,115,0.84,0,Mobile
7814,1558,3,2024-09-15,StreamMax,66,0.67,0,Desktop
7815,646,1,2025-04-02,StreamMax,98,0.74,0,Tablet
7816,10,1,2024-10-13,WebBrowser,66,0.65,0,Tablet
7817,495,14,2024-09-24,StreamMax,69,0.69,0,Mobile
7818,221,1,2025-04-03,StreamMax,70,0.67,0,TV
7819,1176,13,2025-02-17,WebBrowser,109,0.89,0,Desktop
7820,1878,9,2024-10-10,WebBrowser,82,0.93,0,Mobile
7821,73,8,2024-09-22,MobileApp,143,0.93,1,Desktop
7822,430,9,2025-03-10,MobileApp,80,0.74,0,Desktop
7823,668,6,2025-02-10,StreamMax,145,0.99,0,Desktop
7824,650,10,2024-06-15,TabletApp,119,0.76,0,Mobile
7825,823,5,2024-12-02,WebBrowser,131,0.91,0,Tablet
7826,1601,7,2025-02-14,StreamMax,70,0.63,0,TV
7827,1030,12,2024-09-16,StreamMax,74,0.72,1,Tablet
7828,436,10,2024-08-06,TabletApp,103,0.73,0,Tablet
7829,636,4,2025-02-12,WebBrowser,114,0.96,0,Mobile
7830,135,6,2025-03-18,SmartTV,119,0.79,0,Desktop
7831,1663,7,2024-10-31,MobileApp,90,0.75,1,Mobile
7832,1742,1,2025-04-28,TabletApp,40,0.3,0,Desktop
7833,1110,3,2024-11-12,MobileApp,95,0.76,0,Tablet
7834,1875,1,2024-07-03,SmartTV,93,0.61,0,Tablet
7835,201,5,2025-02-23,MobileApp,92,0.82,0,Tablet
7836,1048,9,2024-07-31,TabletApp,134,0.98,0,Desktop
7837,750,8,2024-08-16,TabletApp,67,0.48,0,Tablet
7838,1557,1,2025-04-30,StreamMax,85,0.71,0,Desktop
7839,1629,14,2024-11-08,StreamMax,123,0.81,0,TV
7840,382,2,2024-10-22,SmartTV,110,0.87,0,TV
7841,639,12,2025-04-29,StreamMax,57,0.43,0,Desktop
7842,1554,7,2025-03-26,TabletApp,61,0.53,0,Mobile
7843,1104,6,2024-12-13,MobileApp,91,0.69,0,Mobile
7844,937,1,2025-01-05,SmartTV,38,0.35,1,Tablet
7845,1565,1,2025-04-20,TabletApp,43,0.36,0,TV
7846,1629,10,2024-06-10,TabletApp,56,0.43,0,TV
7847,1694,13,2024-11-14,TabletApp,106,0.93,1,Tablet
7848,1311,3,2024-12-22,SmartTV,41,0.31,0,Tablet
7849,1705,1,2024-12-09,SmartTV,72,0.71,0,Desktop
7850,649,12,2024-09-20,TabletApp,113,0.85,1,Tablet
7851,250,8,2025-01-25,WebBrowser,87,0.98,0,Tablet
7852,1267,10,2025-03-13,TabletApp,133,0.88,0,Tablet
7853,451,2,2024-06-25,WebBrowser,41,0.37,1,Desktop
7854,1470,6,2025-03-05,StreamMax,84,0.85,0,TV
7855,1094,7,2025-03-24,MobileApp,119,0.9,0,TV
7856,1166,3,2024-06-12,SmartTV,37,0.34,1,Tablet
7857,664,7,2025-01-24,MobileApp,44,0.44,0,Desktop
7858,64,13,2024-09-27,SmartTV,73,0.62,0,TV
7859,412,8,2024-10-08,StreamMax,73,0.84,0,Tablet
7860,740,7,2024-07-02,StreamMax,122,0.87,0,Desktop
7861,142,2,2025-04-14,TabletApp,90,0.68,1,Mobile
7862,1455,1,2024-07-06,SmartTV,64,0.5,0,Mobile
7863,1569,8,2024-09-14,StreamMax,45,0.42,0,Tablet
7864,138,14,2024-11-28,StreamMax,53,0.42,0,Mobile
7865,1233,6,2025-02-17,StreamMax,102,0.8,1,TV
7866,1436,6,2024-06-17,MobileApp,43,0.31,0,Mobile
7867,925,1,2025-02-08,WebBrowser,51,0.53,0,Mobile
7868,1902,15,2024-08-31,WebBrowser,51,0.44,1,TV
7869,993,8,2024-06-10,WebBrowser,55,0.62,0,TV
7870,779,6,2024-11-12,TabletApp,44,0.39,1,Desktop
7871,1497,15,2024-07-19,TabletApp,52,0.41,0,Desktop
7872,1672,1,2024-07-14,StreamMax,104,0.72,0,Desktop
7873,1402,9,2024-10-09,WebBrowser,47,0.49,0,Tablet
7874,1001,1,2025-01-04,TabletApp,109,0.88,0,TV
7875,651,2,2024-06-23,WebBrowser,90,0.86,0,Desktop
7876,1921,8,2025-04-07,TabletApp,81,0.8,0,Tablet
7877,646,4,2025-03-30,StreamMax,78,0.5,0,Mobile
7878,648,8,2024-08-07,TabletApp,123,0.82,0,Tablet
7879,322,1,2025-04-21,MobileApp,104,0.93,0,Desktop
7880,45,11,2024-08-15,TabletApp,47,0.34,0,Desktop
7881,440,1,2025-02-17,TabletApp,54,0.5,0,TV
7882,1054,8,2024-11-10,SmartTV,127,0.88,1,Desktop
7883,772,1,2024-07-14,StreamMax,48,0.45,0,Tablet
7884,1566,1,2024-11-11,SmartTV,34,0.33,0,TV
7885,97,1,2025-03-16,MobileApp,114,0.83,0,Desktop
7886,1363,11,2024-12-26,WebBrowser,75,0.5,0,Mobile
7887,692,2,2024-12-11,SmartTV,55,0.42,0,Tablet
7888,314,14,2024-07-27,TabletApp,58,0.58,1,Tablet
7889,1162,4,2024-11-03,SmartTV,33,0.38,0,Mobile
7890,617,6,2025-02-10,TabletApp,71,0.67,0,Mobile
7891,1028,8,2025-02-23,WebBrowser,80,0.57,0,Mobile
7892,1779,13,2025-01-14,WebBrowser,80,0.91,0,Mobile
7893,188,1,2025-03-09,MobileApp,30,0.33,0,TV
7894,952,6,2025-01-23,MobileApp,115,0.9,0,Tablet
7895,1269,2,2024-08-20,SmartTV,91,0.74,1,TV
7896,60,14,2025-01-17,SmartTV,77,0.6,0,Mobile
7897,1625,11,2024-12-08,TabletApp,115,0.74,0,TV
7898,1395,14,2024-07-31,SmartTV,94,0.9,1,Mobile
7899,606,6,2024-08-14,StreamMax,44,0.41,0,Tablet
7900,1635,10,2024-12-29,SmartTV,31,0.31,0,Desktop
7901,269,1,2025-04-16,MobileApp,47,0.38,0,Mobile
7902,206,3,2025-02-05,MobileApp,91,0.71,0,Desktop
7903,991,1,2024-07-07,StreamMax,72,0.51,0,Desktop
7904,226,10,2025-04-29,MobileApp,46,0.49,0,Desktop
7905,507,15,2025-03-19,StreamMax,59,0.44,1,TV
7906,304,10,2024-06-27,StreamMax,88,0.78,0,Tablet
7907,1983,6,2024-12-29,TabletApp,92,0.78,1,TV
7908,830,7,2024-09-28,WebBrowser,96,0.96,1,Mobile
7909,1619,2,2024-09-19,MobileApp,82,0.67,0,TV
7910,726,1,2024-10-29,SmartTV,53,0.55,1,Tablet
7911,461,8,2024-08-20,TabletApp,41,0.43,1,Desktop
7912,1287,6,2024-06-04,TabletApp,70,0.73,1,Tablet
7913,59,6,2024-07-12,MobileApp,108,0.7,1,Tablet
7914,1615,8,2024-07-30,WebBrowser,81,0.62,0,TV
7915,1149,14,2025-01-11,StreamMax,124,0.87,0,Tablet
7916,1508,6,2024-10-23,SmartTV,121,1.0,0,Tablet
7917,586,4,2024-09-18,SmartTV,143,0.96,1,Desktop
7918,1092,3,2024-07-09,StreamMax,70,0.45,0,Mobile
7919,1968,11,2024-09-01,SmartTV,97,0.73,0,TV
7920,1902,3,2024-09-05,SmartTV,72,0.53,0,Tablet
7921,1475,1,2024-11-03,MobileApp,93,0.95,0,TV
7922,1485,6,2024-12-08,StreamMax,50,0.4,1,TV
7923,515,4,2024-11-12,StreamMax,57,0.5,0,Mobile
7924,1667,2,2024-08-30,MobileApp,60,0.6,0,TV
7925,1174,6,2025-03-26,MobileApp,45,0.39,0,Mobile
7926,249,8,2024-07-06,MobileApp,44,0.45,1,Desktop
7927,1947,6,2025-01-08,SmartTV,58,0.37,0,TV
7928,179,10,2025-03-05,SmartTV,122,0.83,1,Desktop
7929,1148,2,2024-11-16,MobileApp,65,0.66,0,Tablet
7930,54,4,2024-09-11,TabletApp,45,0.5,0,Mobile
7931,1766,10,2025-03-02,SmartTV,57,0.37,0,Tablet
7932,1587,1,2025-01-12,TabletApp,118,0.97,1,Mobile
7933,389,8,2024-07-30,SmartTV,101,0.64,0,Tablet
7934,333,6,2025-02-16,TabletApp,65,0.48,0,Desktop
7935,999,5,2024-11-28,TabletApp,108,0.78,0,TV
7936,1254,1,2024-06-26,WebBrowser,35,0.34,0,Desktop
7937,222,7,2024-07-25,StreamMax,144,0.96,0,TV
7938,1017,10,2025-03-06,MobileApp,112,0.76,0,Mobile
7939,242,5,2025-01-24,StreamMax,84,0.81,0,Desktop
7940,990,8,2024-06-29,MobileApp,104,0.74,1,Tablet
7941,647,1,2025-02-19,WebBrowser,90,0.96,0,Tablet
7942,1016,8,2025-01-09,StreamMax,76,0.64,0,Tablet
7943,105,15,2024-12-25,TabletApp,64,0.49,1,TV
7944,1641,11,2024-11-07,SmartTV,51,0.49,0,TV
7945,1530,10,2025-02-15,SmartTV,82,0.66,0,Tablet
7946,1532,7,2024-10-28,WebBrowser,57,0.52,0,Desktop
7947,852,6,2025-01-02,MobileApp,138,0.96,1,TV
7948,648,5,2024-10-17,TabletApp,52,0.36,1,Desktop
7949,310,1,2024-12-12,WebBrowser,153,0.97,0,Mobile
7950,801,12,2024-09-18,SmartTV,79,0.51,0,Tablet
7951,130,14,2024-06-01,TabletApp,68,0.5,1,Desktop
7952,1432,6,2024-09-29,MobileApp,64,0.51,0,Desktop
7953,1065,7,2025-04-23,SmartTV,56,0.63,0,Mobile
7954,808,11,2024-09-02,SmartTV,69,0.63,0,Tablet
7955,377,1,2025-02-02,SmartTV,48,0.31,1,Tablet
7956,846,2,2024-07-29,WebBrowser,68,0.54,0,Desktop
7957,1494,1,2024-12-10,MobileApp,91,0.63,0,Desktop
7958,51,15,2025-01-02,WebBrowser,42,0.37,0,TV
7959,1257,14,2025-01-27,StreamMax,131,0.84,0,Desktop
7960,1721,2,2024-12-01,TabletApp,52,0.41,0,TV
7961,483,8,2025-03-13,SmartTV,69,0.45,0,Tablet
7962,1989,3,2024-07-07,StreamMax,89,0.58,0,TV
7963,397,6,2025-04-08,SmartTV,56,0.6,0,TV
7964,239,14,2025-04-21,SmartTV,33,0.3,0,TV
7965,533,15,2024-12-19,MobileApp,63,0.56,0,TV
7966,918,6,2025-01-08,MobileApp,91,0.68,0,TV
7967,1627,8,2024-10-17,WebBrowser,39,0.32,0,Desktop
7968,1923,6,2025-01-18,TabletApp,37,0.41,1,Tablet
7969,1526,15,2024-07-08,SmartTV,46,0.51,0,TV
7970,1019,1,2025-04-04,MobileApp,100,0.68,0,TV
7971,704,6,2024-08-16,MobileApp,65,0.49,1,Tablet
7972,338,3,2025-04-29,StreamMax,31,0.32,0,Mobile
7973,1585,7,2025-04-06,MobileApp,67,0.53,0,Mobile
7974,231,8,2024-12-04,WebBrowser,88,0.7,0,Desktop
7975,1538,8,2025-01-29,SmartTV,152,0.98,0,Tablet
7976,1859,14,2024-06-24,StreamMax,54,0.37,1,Mobile
7977,676,10,2024-09-26,StreamMax,138,0.94,0,Desktop
7978,1236,5,2025-04-09,SmartTV,93,0.67,1,TV
7979,1849,8,2024-09-19,MobileApp,84,0.59,0,Mobile
7980,1471,4,2024-11-22,TabletApp,39,0.43,0,Tablet
7981,1975,1,2024-11-11,StreamMax,109,0.89,0,Tablet
7982,120,5,2025-02-15,StreamMax,116,0.98,0,TV
7983,861,14,2024-06-25,TabletApp,46,0.31,0,TV
7984,1761,1,2025-01-28,TabletApp,121,0.85,0,Tablet
7985,1714,3,2025-04-01,SmartTV,99,0.78,1,Desktop
7986,1091,2,2025-02-13,SmartTV,72,0.57,0,Mobile
7987,363,1,2024-06-08,WebBrowser,75,0.61,0,Mobile
7988,1020,10,2024-12-09,TabletApp,102,0.78,0,Tablet
7989,1689,3,2024-09-19,MobileApp,47,0.46,0,Desktop
7990,1887,3,2024-09-30,StreamMax,111,0.75,0,TV
7991,1777,2,2025-04-10,SmartTV,133,0.87,0,Desktop
7992,133,14,2024-12-13,MobileApp,75,0.75,0,Tablet
7993,1248,7,2024-09-27,WebBrowser,68,0.46,0,Mobile
7994,446,5,2025-04-15,StreamMax,100,0.65,0,Tablet
7995,1597,1,2025-01-23,SmartTV,128,0.86,0,TV
7996,368,11,2024-11-05,WebBrowser,56,0.6,1,Mobile
7997,12,8,2025-02-25,MobileApp,64,0.53,0,Tablet
7998,1285,1,2025-04-07,StreamMax,110,0.8,0,Tablet
7999,1525,7,2024-10-11,SmartTV,80,0.7,0,Mobile
8000,1813,5,2025-02-05,TabletApp,70,0.62,0,Tablet
8001,232,4,2024-10-01,SmartTV,72,0.51,1,Tablet
8002,1141,10,2024-07-28,StreamMax,34,0.31,0,TV
8003,997,1,2024-09-22,TabletApp,88,0.69,0,TV
8004,632,10,2024-09-16,SmartTV,101,0.96,0,Tablet
8005,1434,2,2024-06-03,StreamMax,111,0.9,1,Desktop
8006,207,6,2024-10-24,TabletApp,47,0.35,0,Desktop
8007,103,5,2024-12-29,SmartTV,92,0.79,0,Mobile
8008,75,13,2024-06-24,MobileApp,59,0.54,0,Desktop
8009,2000,2,2025-03-17,MobileApp,41,0.38,0,Mobile
8010,244,5,2025-01-01,TabletApp,139,0.99,0,Tablet
8011,631,11,2025-03-12,SmartTV,121,0.98,1,Desktop
8012,1667,2,2024-08-19,WebBrowser,98,0.77,0,Desktop
8013,345,9,2024-11-02,SmartTV,138,0.92,1,Tablet
8014,272,15,2025-02-08,SmartTV,47,0.36,0,Desktop
8015,428,6,2024-11-27,TabletApp,116,0.8,0,Mobile
8016,1037,7,2025-04-21,WebBrowser,92,0.92,0,Tablet
8017,966,15,2025-04-13,TabletApp,87,0.75,0,Desktop
8018,451,6,2025-03-20,WebBrowser,66,0.51,0,Desktop
8019,1832,1,2025-01-08,StreamMax,51,0.51,1,TV
8020,1084,14,2025-04-20,TabletApp,56,0.36,0,Desktop
8021,434,2,2025-02-24,TabletApp,74,0.6,0,TV
8022,1418,10,2024-08-08,WebBrowser,92,0.82,0,Mobile
8023,571,1,2024-07-21,StreamMax,55,0.43,1,Desktop
8024,1920,8,2024-07-07,SmartTV,54,0.59,0,Tablet
8025,1347,10,2024-12-22,TabletApp,39,0.39,1,Mobile
8026,76,6,2024-10-20,TabletApp,71,0.47,0,TV
8027,302,8,2024-07-06,MobileApp,74,0.73,0,Desktop
8028,520,12,2024-10-26,StreamMax,43,0.34,0,Tablet
8029,1499,11,2024-10-28,SmartTV,96,0.98,1,Mobile
8030,754,8,2025-02-09,WebBrowser,106,0.82,0,Mobile
8031,469,1,2025-02-13,TabletApp,51,0.46,0,Mobile
8032,476,2,2025-04-06,MobileApp,60,0.39,0,Desktop
8033,1249,5,2024-12-23,MobileApp,70,0.47,0,Tablet
8034,554,1,2025-01-14,TabletApp,43,0.37,0,TV
8035,341,14,2025-01-14,MobileApp,110,0.77,0,Tablet
8036,1384,10,2024-10-08,WebBrowser,106,0.91,0,Mobile
8037,1410,1,2024-08-24,StreamMax,68,0.55,0,TV
8038,1522,14,2025-04-18,WebBrowser,131,0.97,0,Mobile
8039,992,6,2025-02-11,MobileApp,120,0.94,0,Mobile
8040,417,15,2025-04-22,WebBrowser,74,0.57,0,Mobile
8041,402,3,2024-06-03,TabletApp,43,0.32,0,Desktop
8042,26,2,2024-09-30,MobileApp,35,0.33,1,Desktop
8043,413,11,2024-12-15,SmartTV,61,0.49,0,Desktop
8044,1626,1,2025-04-29,TabletApp,46,0.33,0,Mobile
8045,588,14,2025-04-10,WebBrowser,67,0.49,1,TV
8046,1743,3,2024-12-06,StreamMax,51,0.35,0,Desktop
8047,104,10,2024-06-07,TabletApp,153,0.99,0,TV
8048,1348,8,2024-08-04,SmartTV,114,0.94,0,Mobile
8049,1723,6,2025-04-27,MobileApp,133,0.87,1,Mobile
8050,1000,2,2025-03-25,StreamMax,95,0.78,1,Mobile
8051,1811,1,2024-11-16,WebBrowser,147,0.99,0,Desktop
8052,1482,14,2025-01-08,SmartTV,119,0.88,0,Desktop
8053,236,12,2024-12-24,TabletApp,109,0.71,0,Tablet
8054,1195,8,2025-01-19,SmartTV,113,0.97,0,TV
8055,1982,8,2024-09-05,MobileApp,133,0.9,0,Desktop
8056,647,10,2024-08-04,StreamMax,116,0.84,0,Tablet
8057,1121,8,2024-07-06,TabletApp,66,0.52,0,Mobile
8058,1531,1,2025-02-28,SmartTV,60,0.55,1,Tablet
8059,1390,2,2025-03-19,TabletApp,96,0.79,1,Mobile
8060,9,1,2025-03-08,WebBrowser,61,0.65,1,Tablet
8061,981,10,2025-02-25,MobileApp,95,0.81,0,Desktop
8062,119,5,2025-04-03,SmartTV,106,0.79,0,Desktop
8063,298,1,2025-01-18,StreamMax,53,0.58,0,TV
8064,806,3,2025-04-16,TabletApp,150,0.97,0,Desktop
8065,1872,1,2025-04-11,MobileApp,68,0.7,0,Desktop
8066,386,3,2025-04-14,WebBrowser,69,0.75,0,TV
8067,831,11,2025-02-03,SmartTV,61,0.4,0,Mobile
8068,1919,1,2024-09-16,TabletApp,88,0.71,0,Tablet
8069,807,1,2025-01-28,TabletApp,43,0.46,0,Desktop
8070,82,10,2024-07-28,WebBrowser,72,0.67,0,Desktop
8071,895,15,2025-03-30,SmartTV,74,0.5,0,Mobile
8072,226,7,2024-12-02,WebBrowser,131,0.91,1,TV
8073,766,15,2024-07-02,WebBrowser,61,0.4,1,TV
8074,285,8,2024-07-15,SmartTV,71,0.7,0,Tablet
8075,504,10,2025-02-17,TabletApp,93,0.59,0,TV
8076,17,3,2025-04-19,MobileApp,81,0.86,0,TV
8077,661,2,2024-11-16,MobileApp,95,0.71,0,Desktop
8078,1810,1,2024-11-14,SmartTV,43,0.31,1,Mobile
8079,1746,8,2024-08-12,MobileApp,133,0.89,0,Tablet
8080,97,6,2025-01-15,StreamMax,85,0.86,0,Mobile
8081,1523,14,2024-07-14,MobileApp,69,0.79,0,Desktop
8082,327,15,2024-10-06,MobileApp,69,0.55,0,Tablet
8083,532,10,2024-11-11,SmartTV,64,0.45,0,Desktop
8084,1444,5,2024-11-07,StreamMax,101,0.92,1,Desktop
8085,339,15,2024-10-07,MobileApp,70,0.52,0,Desktop
8086,1304,14,2025-02-05,SmartTV,62,0.4,0,Tablet
8087,1435,10,2024-06-26,StreamMax,97,0.72,0,Desktop
8088,163,8,2024-06-03,SmartTV,54,0.54,0,Tablet
8089,1768,1,2024-07-01,WebBrowser,64,0.67,0,TV
8090,1761,2,2024-11-22,SmartTV,109,0.7,0,Mobile
8091,1318,11,2024-09-11,StreamMax,79,0.74,0,Desktop
8092,1340,7,2024-12-08,SmartTV,50,0.47,0,TV
8093,164,1,2024-11-11,StreamMax,65,0.42,0,Tablet
8094,1080,3,2024-12-27,WebBrowser,49,0.39,0,Desktop
8095,1385,14,2024-09-03,SmartTV,68,0.49,0,Desktop
8096,1884,14,2025-03-29,TabletApp,93,0.6,0,Tablet
8097,212,6,2024-09-03,TabletApp,108,0.8,0,Desktop
8098,70,12,2024-11-11,SmartTV,72,0.52,1,Desktop
8099,1266,10,2024-10-18,TabletApp,56,0.51,0,Desktop
8100,745,1,2024-07-13,WebBrowser,53,0.56,0,Desktop
8101,322,12,2025-04-07,StreamMax,68,0.62,0,Mobile
8102,877,7,2024-06-10,TabletApp,43,0.42,0,Mobile
8103,1731,5,2024-06-25,SmartTV,42,0.38,1,TV
8104,21,15,2024-09-15,WebBrowser,52,0.52,0,Tablet
8105,1879,1,2025-02-11,TabletApp,72,0.63,0,Mobile
8106,1683,3,2024-06-16,StreamMax,52,0.49,0,Tablet
8107,1477,11,2024-10-31,WebBrowser,100,0.65,0,TV
8108,1439,2,2024-07-09,WebBrowser,89,0.86,0,Mobile
8109,1348,3,2024-11-13,StreamMax,54,0.48,0,Mobile
8110,1327,8,2024-11-25,MobileApp,131,0.83,1,Mobile
8111,1772,10,2024-08-11,MobileApp,93,0.81,1,TV
8112,1598,1,2025-02-22,StreamMax,111,0.89,1,Tablet
8113,408,3,2025-02-27,WebBrowser,46,0.47,0,Desktop
8114,299,12,2024-11-12,TabletApp,78,0.75,0,TV
8115,53,14,2024-08-11,MobileApp,79,0.7,0,Tablet
8116,42,6,2024-09-14,StreamMax,78,0.71,0,Tablet
8117,1026,11,2024-06-20,TabletApp,65,0.57,0,TV
8118,285,10,2025-04-11,WebBrowser,100,0.71,0,Mobile
8119,62,7,2024-11-13,StreamMax,78,0.66,0,Tablet
8120,1609,8,2024-10-30,SmartTV,108,0.96,0,Tablet
8121,1535,2,2024-07-26,SmartTV,106,0.68,1,Desktop
8122,941,13,2024-12-03,TabletApp,62,0.47,0,TV
8123,1168,8,2024-11-09,MobileApp,119,1.0,1,TV
8124,1514,9,2024-10-05,SmartTV,111,0.99,1,Tablet
8125,1078,8,2024-10-27,MobileApp,107,0.9,0,Mobile
8126,1848,1,2024-10-15,WebBrowser,39,0.36,1,Mobile
8127,807,12,2024-12-11,TabletApp,60,0.48,0,Tablet
8128,1622,12,2025-03-08,TabletApp,106,0.78,0,Tablet
8129,1025,10,2024-11-30,MobileApp,81,0.8,0,Mobile
8130,212,10,2025-02-26,StreamMax,112,0.8,0,Desktop
8131,1783,11,2025-02-10,SmartTV,39,0.31,0,Tablet
8132,213,10,2024-11-19,SmartTV,48,0.49,0,Desktop
8133,1103,10,2025-01-01,SmartTV,44,0.35,0,TV
8134,1307,1,2025-03-12,TabletApp,55,0.42,0,Mobile
8135,19,1,2024-07-26,StreamMax,92,0.7,0,TV
8136,1370,10,2025-03-05,SmartTV,46,0.37,0,Mobile
8137,1081,8,2024-07-26,MobileApp,44,0.32,1,TV
8138,1006,1,2025-02-07,SmartTV,106,0.8,0,Desktop
8139,856,3,2025-03-13,TabletApp,51,0.4,1,TV
8140,273,8,2024-08-16,StreamMax,30,0.33,0,Tablet
8141,287,1,2025-01-06,WebBrowser,94,0.66,0,Tablet
8142,249,6,2025-03-27,TabletApp,43,0.42,1,Tablet
8143,915,2,2024-11-22,WebBrowser,72,0.54,0,TV
8144,213,10,2025-04-02,WebBrowser,58,0.43,0,Mobile
8145,337,1,2025-01-23,TabletApp,45,0.39,0,Mobile
8146,1306,7,2025-03-27,SmartTV,64,0.44,0,Desktop
8147,930,15,2025-04-21,StreamMax,51,0.39,0,TV
8148,777,7,2024-08-13,StreamMax,133,0.9,1,TV
8149,955,6,2025-03-11,WebBrowser,50,0.54,0,TV
8150,435,2,2024-10-19,MobileApp,39,0.36,1,TV
8151,1420,12,2024-09-01,SmartTV,117,0.75,0,Tablet
